Time,Node 611.V3_rms,Node 632.V2_rms,Node 632.V1_rms,Node 632.V3_rms,Node 633.V1_rms,Node 633.V2_rms,Node 633.V3_rms,Node 645.V2_rms,Node 645.V3_rms,UpperBound,LowerBound
0.0,2336.376953125,2460.8935546875,2460.8935546875,2460.8935546875,2460.5625,2460.52392578125,2460.486572265625,2447.47802734375,2457.5869140625,2522.0,2282.0
0.25,2336.154296875,2460.8935546875,2460.8935546875,2460.8935546875,2460.56201171875,2460.525146484375,2460.485595703125,2447.4931640625,2457.591064453125,2522.0,2282.0
0.5,2336.150634765625,2460.8935546875,2460.8935546875,2462.223388671875,2460.56201171875,2460.525390625,2461.8154296875,2447.494873046875,2457.5927734375,2522.0,2282.0
0.75,2336.148681640625,2462.223388671875,2460.8935546875,2460.8935546875,2460.56201171875,2461.85498046875,2460.48583984375,2447.49609375,2457.59423828125,2522.0,2282.0
1.0,2336.1474609375,2460.8935546875,2460.8935546875,2462.223388671875,2460.561767578125,2460.525390625,2461.8154296875,2448.8193359375,2457.594970703125,2522.0,2282.0
1.25,2336.14794921875,2460.8935546875,2460.8935546875,2460.8935546875,2460.561767578125,2460.525390625,2460.48583984375,2447.49658203125,2458.9228515625,2522.0,2282.0
1.5,2336.147705078125,2460.8935546875,2460.8935546875,2460.8935546875,2460.561767578125,2460.525390625,2460.48583984375,2447.496826171875,2457.5947265625,2522.0,2282.0
1.75,2336.147705078125,2460.8935546875,2460.8935546875,2460.8935546875,2460.561767578125,2460.525390625,2460.48583984375,2447.496826171875,2457.594970703125,2522.0,2282.0
2.0,2336.1474609375,2460.8935546875,2460.8935546875,2460.8935546875,2460.561767578125,2460.525390625,2460.48583984375,2447.496826171875,2458.923095703125,2522.0,2282.0
2.25,2336.1474609375,2460.8935546875,2460.8935546875,2460.8935546875,2460.561767578125,2460.525390625,2460.48583984375,2447.496826171875,2457.594970703125,2522.0,2282.0
2.5,2336.1474609375,2460.8935546875,2460.8935546875,2462.223388671875,2460.56201171875,2460.525390625,2461.8154296875,2448.8193359375,2457.594970703125,2522.0,2282.0
2.75,2336.1474609375,2460.8935546875,2460.8935546875,2462.223388671875,2460.561767578125,2460.525390625,2461.8154296875,2447.496826171875,2457.594970703125,2522.0,2282.0
3.0,2336.1474609375,2462.223388671875,2460.8935546875,2460.8935546875,2460.561767578125,2461.855224609375,2460.48583984375,2447.496826171875,2457.594970703125,2522.0,2282.0
